file,threshold,precision,recall,accepted_fail_predictions,correct_fail_predictions,incorrect_fail_predictions
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.68,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.67,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.66,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.65,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.64,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.63,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.62,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.61,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.6,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.59,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.58,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.57,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.56,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.55,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.54,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.53,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.52,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.51,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.5,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.49,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.48,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.47,0.0,0.0,2,0,2
